img,date,mean_tiff_val
wq_images/wq_map2020-01-03.tiff,2020-01-03,147.08208
wq_images/wq_map2020-01-04.tiff,2020-01-04,149.35575155555554
wq_images/wq_map2020-01-05.tiff,2020-01-05,151.02165555555555
wq_images/wq_map2020-01-06.tiff,2020-01-06,150.0812391111111
wq_images/wq_map2020-01-07.tiff,2020-01-07,140.86135155555556
wq_images/wq_map2020-01-08.tiff,2020-01-08,150.70711155555554
wq_images/wq_map2020-01-09.tiff,2020-01-09,151.26648088888888
wq_images/wq_map2020-01-10.tiff,2020-01-10,149.27224355555555
wq_images/wq_map2020-01-11.tiff,2020-01-11,137.20074888888888
wq_images/wq_map2020-01-12.tiff,2020-01-12,139.32747466666666
wq_images/wq_map2020-01-13.tiff,2020-01-13,151.22730444444446
wq_images/wq_map2020-01-14.tiff,2020-01-14,147.76223422222222
wq_images/wq_map2020-01-15.tiff,2020-01-15,151.12649377777777
wq_images/wq_map2020-01-16.tiff,2020-01-16,142.79894177777777
wq_images/wq_map2020-01-17.tiff,2020-01-17,143.168252
wq_images/wq_map2020-01-18.tiff,2020-01-18,149.37913822222222
wq_images/wq_map2020-01-19.tiff,2020-01-19,144.71429466666666
wq_images/wq_map2020-01-20.tiff,2020-01-20,150.8880262222222
wq_images/wq_map2020-01-21.tiff,2020-01-21,146.70726933333333
wq_images/wq_map2020-01-22.tiff,2020-01-22,146.37763022222222
wq_images/wq_map2020-01-23.tiff,2020-01-23,169.6578168888889
wq_images/wq_map2020-01-24.tiff,2020-01-24,140.16101955555555
wq_images/wq_map2020-01-25.tiff,2020-01-25,141.50250666666668
wq_images/wq_map2020-01-26.tiff,2020-01-26,147.35346266666667
wq_images/wq_map2020-01-27.tiff,2020-01-27,150.489664
wq_images/wq_map2020-01-28.tiff,2020-01-28,138.44270444444444
wq_images/wq_map2020-01-29.tiff,2020-01-29,149.79140222222222
wq_images/wq_map2020-01-30.tiff,2020-01-30,149.4901871111111
wq_images/wq_map2020-01-31.tiff,2020-01-31,148.05497377777778
wq_images/wq_map2020-02-01.tiff,2020-02-01,148.333256
wq_images/wq_map2020-02-02.tiff,2020-02-02,151.729296
wq_images/wq_map2020-02-03.tiff,2020-02-03,148.78434266666667
wq_images/wq_map2020-02-04.tiff,2020-02-04,152.00353866666666
wq_images/wq_map2020-02-05.tiff,2020-02-05,150.4364608888889
wq_images/wq_map2020-02-06.tiff,2020-02-06,149.69627777777777
wq_images/wq_map2020-02-07.tiff,2020-02-07,144.87414844444444
wq_images/wq_map2020-02-08.tiff,2020-02-08,148.80895555555554
wq_images/wq_map2020-02-09.tiff,2020-02-09,150.96775555555556
wq_images/wq_map2020-02-10.tiff,2020-02-10,149.2850968888889
wq_images/wq_map2020-02-11.tiff,2020-02-11,151.25491733333334
wq_images/wq_map2020-02-12.tiff,2020-02-12,147.95737822222222
wq_images/wq_map2020-02-13.tiff,2020-02-13,147.7780542222222
wq_images/wq_map2020-02-14.tiff,2020-02-14,141.63764088888888
wq_images/wq_map2020-02-15.tiff,2020-02-15,140.982272
wq_images/wq_map2020-02-16.tiff,2020-02-16,147.9821751111111
wq_images/wq_map2020-02-17.tiff,2020-02-17,147.68884
wq_images/wq_map2020-02-18.tiff,2020-02-18,149.5575271111111
wq_images/wq_map2020-02-19.tiff,2020-02-19,151.262952
wq_images/wq_map2020-02-20.tiff,2020-02-20,142.8081662222222
wq_images/wq_map2020-02-21.tiff,2020-02-21,150.48679333333334
wq_images/wq_map2020-02-22.tiff,2020-02-22,174.87256
wq_images/wq_map2020-02-23.tiff,2020-02-23,150.4884791111111
wq_images/wq_map2020-02-24.tiff,2020-02-24,149.60947377777777
wq_images/wq_map2020-02-25.tiff,2020-02-25,143.25438355555556
wq_images/wq_map2020-02-26.tiff,2020-02-26,150.90554266666666
wq_images/wq_map2020-02-27.tiff,2020-02-27,150.3018231111111
wq_images/wq_map2020-02-28.tiff,2020-02-28,151.01741555555554
wq_images/wq_map2020-02-29.tiff,2020-02-29,153.90406044444444
wq_images/wq_map2020-03-01.tiff,2020-03-01,145.22361777777778
wq_images/wq_map2020-03-02.tiff,2020-03-02,146.17408133333333
wq_images/wq_map2020-03-03.tiff,2020-03-03,149.68746844444445
wq_images/wq_map2020-03-04.tiff,2020-03-04,138.11881644444443
wq_images/wq_map2020-03-05.tiff,2020-03-05,149.18107422222224
wq_images/wq_map2020-03-06.tiff,2020-03-06,151.73152711111112
wq_images/wq_map2020-03-07.tiff,2020-03-07,145.10252
wq_images/wq_map2020-03-08.tiff,2020-03-08,160.02776266666666
wq_images/wq_map2020-03-09.tiff,2020-03-09,145.547732
wq_images/wq_map2020-03-10.tiff,2020-03-10,158.5294822222222
wq_images/wq_map2020-03-11.tiff,2020-03-11,148.6157408888889
wq_images/wq_map2020-03-12.tiff,2020-03-12,148.57333822222222
wq_images/wq_map2020-03-13.tiff,2020-03-13,149.30269066666668
wq_images/wq_map2020-03-14.tiff,2020-03-14,169.13442622222223
wq_images/wq_map2020-03-15.tiff,2020-03-15,151.3934742222222
wq_images/wq_map2020-03-16.tiff,2020-03-16,158.06085066666665
wq_images/wq_map2020-03-17.tiff,2020-03-17,143.1568822222222
wq_images/wq_map2020-03-18.tiff,2020-03-18,150.4115808888889
wq_images/wq_map2020-03-19.tiff,2020-03-19,148.0796657777778
wq_images/wq_map2020-03-20.tiff,2020-03-20,154.49520666666666
wq_images/wq_map2020-03-21.tiff,2020-03-21,150.4889337777778
wq_images/wq_map2020-03-22.tiff,2020-03-22,146.11255377777778
wq_images/wq_map2020-03-23.tiff,2020-03-23,150.41703155555555
wq_images/wq_map2020-03-24.tiff,2020-03-24,150.9317288888889
wq_images/wq_map2020-03-25.tiff,2020-03-25,145.51656533333335
wq_images/wq_map2020-03-26.tiff,2020-03-26,148.30437022222222
wq_images/wq_map2020-03-27.tiff,2020-03-27,156.29067422222224
wq_images/wq_map2020-03-28.tiff,2020-03-28,144.02956355555557
wq_images/wq_map2020-03-29.tiff,2020-03-29,147.0365551111111
wq_images/wq_map2020-03-30.tiff,2020-03-30,141.64745333333335
wq_images/wq_map2020-03-31.tiff,2020-03-31,149.15916711111112
wq_images/wq_map2020-04-01.tiff,2020-04-01,149.76307733333334
wq_images/wq_map2020-04-02.tiff,2020-04-02,150.85609555555556
wq_images/wq_map2020-04-03.tiff,2020-04-03,145.84072
wq_images/wq_map2020-04-04.tiff,2020-04-04,151.49015644444444
wq_images/wq_map2020-04-05.tiff,2020-04-05,150.41728355555554
wq_images/wq_map2020-04-06.tiff,2020-04-06,151.94315244444445
wq_images/wq_map2020-04-07.tiff,2020-04-07,146.94570133333335
wq_images/wq_map2020-04-08.tiff,2020-04-08,145.26835422222223
wq_images/wq_map2020-04-09.tiff,2020-04-09,144.83017822222223
wq_images/wq_map2020-04-10.tiff,2020-04-10,151.69674311111112
wq_images/wq_map2020-04-11.tiff,2020-04-11,152.25651866666666
wq_images/wq_map2020-04-12.tiff,2020-04-12,145.97620844444444
wq_images/wq_map2020-04-13.tiff,2020-04-13,151.49164844444445
wq_images/wq_map2020-04-14.tiff,2020-04-14,151.47185955555557
wq_images/wq_map2020-04-15.tiff,2020-04-15,150.118384
wq_images/wq_map2020-04-16.tiff,2020-04-16,141.12002488888888
wq_images/wq_map2020-04-17.tiff,2020-04-17,150.48917422222223
wq_images/wq_map2020-04-18.tiff,2020-04-18,182.30196844444444
wq_images/wq_map2020-04-19.tiff,2020-04-19,150.34864622222221
wq_images/wq_map2020-04-20.tiff,2020-04-20,207.89879688888888
wq_images/wq_map2020-04-21.tiff,2020-04-21,149.88001733333334
wq_images/wq_map2020-04-22.tiff,2020-04-22,149.8955831111111
wq_images/wq_map2020-04-23.tiff,2020-04-23,150.54999511111112
wq_images/wq_map2020-04-24.tiff,2020-04-24,150.4121288888889
wq_images/wq_map2020-04-25.tiff,2020-04-25,143.54393377777777
wq_images/wq_map2020-04-26.tiff,2020-04-26,142.207728
wq_images/wq_map2020-04-27.tiff,2020-04-27,151.5440471111111
wq_images/wq_map2020-04-28.tiff,2020-04-28,149.14686088888888
wq_images/wq_map2020-04-29.tiff,2020-04-29,152.047152
wq_images/wq_map2020-04-30.tiff,2020-04-30,145.6844622222222
wq_images/wq_map2020-05-01.tiff,2020-05-01,150.82066355555557
wq_images/wq_map2020-05-02.tiff,2020-05-02,144.76546444444443
wq_images/wq_map2020-05-03.tiff,2020-05-03,143.95033644444445
wq_images/wq_map2020-05-04.tiff,2020-05-04,141.75169955555555
wq_images/wq_map2020-05-05.tiff,2020-05-05,146.44328711111112
wq_images/wq_map2020-05-06.tiff,2020-05-06,150.06824044444446
wq_images/wq_map2020-05-07.tiff,2020-05-07,150.0631982222222
wq_images/wq_map2020-05-08.tiff,2020-05-08,149.95047155555557
wq_images/wq_map2020-05-09.tiff,2020-05-09,153.385264
wq_images/wq_map2020-05-10.tiff,2020-05-10,140.21001866666666
wq_images/wq_map2020-05-11.tiff,2020-05-11,151.34355733333334
wq_images/wq_map2020-05-12.tiff,2020-05-12,141.27826133333335
wq_images/wq_map2020-05-13.tiff,2020-05-13,150.69144533333332
wq_images/wq_map2020-05-14.tiff,2020-05-14,150.4881751111111
wq_images/wq_map2020-05-15.tiff,2020-05-15,140.50141555555555
wq_images/wq_map2020-05-16.tiff,2020-05-16,158.30124266666667
wq_images/wq_map2020-05-17.tiff,2020-05-17,150.5483328888889
wq_images/wq_map2020-05-18.tiff,2020-05-18,152.16794933333333
wq_images/wq_map2020-05-19.tiff,2020-05-19,145.0904911111111
wq_images/wq_map2020-05-20.tiff,2020-05-20,151.52365955555555
wq_images/wq_map2020-05-21.tiff,2020-05-21,146.5195831111111
wq_images/wq_map2020-05-22.tiff,2020-05-22,148.9572848888889
wq_images/wq_map2020-05-23.tiff,2020-05-23,149.9112191111111
wq_images/wq_map2020-05-24.tiff,2020-05-24,147.1318391111111
wq_images/wq_map2020-05-25.tiff,2020-05-25,150.17304933333332
wq_images/wq_map2020-05-26.tiff,2020-05-26,145.689496
wq_images/wq_map2020-05-27.tiff,2020-05-27,143.31960222222222
wq_images/wq_map2020-05-28.tiff,2020-05-28,148.50689466666665
wq_images/wq_map2020-05-29.tiff,2020-05-29,146.5836488888889
wq_images/wq_map2020-05-30.tiff,2020-05-30,147.76418133333334
wq_images/wq_map2020-05-31.tiff,2020-05-31,140.59075733333333
wq_images/wq_map2020-06-01.tiff,2020-06-01,140.72340177777778
wq_images/wq_map2020-06-02.tiff,2020-06-02,149.5119168888889
wq_images/wq_map2020-06-03.tiff,2020-06-03,149.43191244444444
wq_images/wq_map2020-06-04.tiff,2020-06-04,144.3746911111111
wq_images/wq_map2020-06-05.tiff,2020-06-05,146.84942977777777
wq_images/wq_map2020-06-06.tiff,2020-06-06,155.10895066666666
wq_images/wq_map2020-06-07.tiff,2020-06-07,151.3363471111111
wq_images/wq_map2020-06-08.tiff,2020-06-08,145.35273333333333
wq_images/wq_map2020-06-09.tiff,2020-06-09,150.18112888888888
wq_images/wq_map2020-06-10.tiff,2020-06-10,150.48706133333334
wq_images/wq_map2020-06-11.tiff,2020-06-11,161.20391288888888
wq_images/wq_map2020-06-12.tiff,2020-06-12,150.8697
wq_images/wq_map2020-06-13.tiff,2020-06-13,145.50198
wq_images/wq_map2020-06-14.tiff,2020-06-14,152.47571333333335
wq_images/wq_map2020-06-15.tiff,2020-06-15,150.40380222222223
wq_images/wq_map2020-06-16.tiff,2020-06-16,153.90424666666667
wq_images/wq_map2020-06-17.tiff,2020-06-17,148.84567777777778
wq_images/wq_map2020-06-18.tiff,2020-06-18,144.40359866666665
wq_images/wq_map2020-06-19.tiff,2020-06-19,144.97744088888888
wq_images/wq_map2020-06-20.tiff,2020-06-20,143.51223511111112
wq_images/wq_map2020-06-21.tiff,2020-06-21,150.79534844444444
wq_images/wq_map2020-06-22.tiff,2020-06-22,144.2151328888889
wq_images/wq_map2020-06-23.tiff,2020-06-23,150.83053955555556
wq_images/wq_map2020-06-24.tiff,2020-06-24,150.56744533333332
wq_images/wq_map2020-06-25.tiff,2020-06-25,146.72826977777777
wq_images/wq_map2020-06-26.tiff,2020-06-26,148.90200711111112
wq_images/wq_map2020-06-27.tiff,2020-06-27,142.91062755555555
wq_images/wq_map2020-06-28.tiff,2020-06-28,137.04468177777778
wq_images/wq_map2020-06-29.tiff,2020-06-29,145.95580177777776
wq_images/wq_map2020-06-30.tiff,2020-06-30,216.34993866666667
wq_images/wq_map2020-07-01.tiff,2020-07-01,143.68884888888888
wq_images/wq_map2020-07-02.tiff,2020-07-02,150.13402133333332
wq_images/wq_map2020-07-03.tiff,2020-07-03,146.348456
wq_images/wq_map2020-07-04.tiff,2020-07-04,148.60845333333333
wq_images/wq_map2020-07-05.tiff,2020-07-05,142.818432
wq_images/wq_map2020-07-06.tiff,2020-07-06,153.55918533333335
wq_images/wq_map2020-07-07.tiff,2020-07-07,150.48918533333332
wq_images/wq_map2020-07-08.tiff,2020-07-08,161.14326444444444
wq_images/wq_map2020-07-09.tiff,2020-07-09,142.955824
wq_images/wq_map2020-07-10.tiff,2020-07-10,142.50946488888889
wq_images/wq_map2020-07-11.tiff,2020-07-11,179.14300355555557
wq_images/wq_map2020-07-12.tiff,2020-07-12,153.0550022222222
wq_images/wq_map2020-07-13.tiff,2020-07-13,136.80916177777777
wq_images/wq_map2020-07-14.tiff,2020-07-14,147.16750533333334
wq_images/wq_map2020-07-15.tiff,2020-07-15,159.2859191111111
wq_images/wq_map2020-07-16.tiff,2020-07-16,151.72807022222221
wq_images/wq_map2020-07-17.tiff,2020-07-17,160.17352622222222
wq_images/wq_map2020-07-18.tiff,2020-07-18,160.96533422222222
wq_images/wq_map2020-07-19.tiff,2020-07-19,151.23411377777776
wq_images/wq_map2020-07-20.tiff,2020-07-20,149.43860222222222
wq_images/wq_map2020-07-21.tiff,2020-07-21,150.692508
wq_images/wq_map2020-07-22.tiff,2020-07-22,151.1994097777778
wq_images/wq_map2020-07-23.tiff,2020-07-23,176.01941644444443
wq_images/wq_map2020-07-24.tiff,2020-07-24,170.74797822222223
wq_images/wq_map2020-07-25.tiff,2020-07-25,190.7603191111111
wq_images/wq_map2020-07-26.tiff,2020-07-26,148.51217377777778
wq_images/wq_map2020-07-27.tiff,2020-07-27,142.72023555555555
wq_images/wq_map2020-07-28.tiff,2020-07-28,142.29648622222223
wq_images/wq_map2020-07-29.tiff,2020-07-29,157.15707111111112
wq_images/wq_map2020-07-30.tiff,2020-07-30,144.14378977777778
wq_images/wq_map2020-07-31.tiff,2020-07-31,149.76418933333332
wq_images/wq_map2020-08-01.tiff,2020-08-01,151.13237288888888
wq_images/wq_map2020-08-02.tiff,2020-08-02,150.62081422222224
wq_images/wq_map2020-08-03.tiff,2020-08-03,150.48632977777777
wq_images/wq_map2020-08-04.tiff,2020-08-04,135.95679511111112
wq_images/wq_map2020-08-05.tiff,2020-08-05,151.13161066666666
wq_images/wq_map2020-08-06.tiff,2020-08-06,150.134888
wq_images/wq_map2020-08-07.tiff,2020-08-07,147.75043733333334
wq_images/wq_map2020-08-08.tiff,2020-08-08,150.91446622222222
wq_images/wq_map2020-08-09.tiff,2020-08-09,143.11703866666667
wq_images/wq_map2020-08-10.tiff,2020-08-10,151.0514337777778
wq_images/wq_map2020-08-11.tiff,2020-08-11,151.27984755555556
wq_images/wq_map2020-08-12.tiff,2020-08-12,150.69570133333335
wq_images/wq_map2020-08-13.tiff,2020-08-13,157.07981777777778
wq_images/wq_map2020-08-14.tiff,2020-08-14,151.23577822222222
wq_images/wq_map2020-08-15.tiff,2020-08-15,151.51054977777778
wq_images/wq_map2020-08-16.tiff,2020-08-16,150.4222311111111
wq_images/wq_map2020-08-17.tiff,2020-08-17,146.59646311111112
wq_images/wq_map2020-08-18.tiff,2020-08-18,142.16308577777778
wq_images/wq_map2020-08-19.tiff,2020-08-19,150.8062182222222
wq_images/wq_map2020-08-20.tiff,2020-08-20,150.28149333333334
wq_images/wq_map2020-08-21.tiff,2020-08-21,150.99376977777777
wq_images/wq_map2020-08-22.tiff,2020-08-22,151.4199991111111
wq_images/wq_map2020-08-23.tiff,2020-08-23,150.66240933333333
wq_images/wq_map2020-08-24.tiff,2020-08-24,151.78687955555554
wq_images/wq_map2020-08-25.tiff,2020-08-25,150.652548
wq_images/wq_map2020-08-26.tiff,2020-08-26,146.2212471111111
wq_images/wq_map2020-08-27.tiff,2020-08-27,152.32961466666666
wq_images/wq_map2020-08-28.tiff,2020-08-28,148.82260666666667
wq_images/wq_map2020-08-29.tiff,2020-08-29,150.97725644444444
wq_images/wq_map2020-08-30.tiff,2020-08-30,150.48632666666666
wq_images/wq_map2020-08-31.tiff,2020-08-31,151.28894755555555
wq_images/wq_map2020-09-01.tiff,2020-09-01,167.26981111111112
wq_images/wq_map2020-09-02.tiff,2020-09-02,151.32551466666666
wq_images/wq_map2020-09-03.tiff,2020-09-03,173.74923333333334
wq_images/wq_map2020-09-04.tiff,2020-09-04,219.7086928888889
wq_images/wq_map2020-09-05.tiff,2020-09-05,151.205208
wq_images/wq_map2020-09-06.tiff,2020-09-06,153.50359777777777
wq_images/wq_map2020-09-07.tiff,2020-09-07,176.44176711111112
wq_images/wq_map2020-09-08.tiff,2020-09-08,151.15325777777778
wq_images/wq_map2020-09-09.tiff,2020-09-09,151.49641911111112
wq_images/wq_map2020-09-10.tiff,2020-09-10,144.38614666666666
wq_images/wq_map2020-09-11.tiff,2020-09-11,145.00903644444443
wq_images/wq_map2020-09-12.tiff,2020-09-12,146.29731288888888
wq_images/wq_map2020-09-13.tiff,2020-09-13,156.873328
wq_images/wq_map2020-09-14.tiff,2020-09-14,150.223644
wq_images/wq_map2020-09-15.tiff,2020-09-15,142.84467511111112
wq_images/wq_map2020-09-16.tiff,2020-09-16,141.44900488888888
wq_images/wq_map2020-09-17.tiff,2020-09-17,145.75527244444444
wq_images/wq_map2020-09-18.tiff,2020-09-18,149.482644
wq_images/wq_map2020-09-19.tiff,2020-09-19,149.13960044444445
wq_images/wq_map2020-09-20.tiff,2020-09-20,141.01887155555556
wq_images/wq_map2020-09-21.tiff,2020-09-21,149.93054755555556
wq_images/wq_map2020-09-22.tiff,2020-09-22,150.4620151111111
wq_images/wq_map2020-09-23.tiff,2020-09-23,140.32680844444445
wq_images/wq_map2020-09-24.tiff,2020-09-24,145.20215333333334
wq_images/wq_map2020-09-25.tiff,2020-09-25,214.252092
wq_images/wq_map2020-09-26.tiff,2020-09-26,150.48619422222222
wq_images/wq_map2020-09-27.tiff,2020-09-27,151.263444
wq_images/wq_map2020-09-28.tiff,2020-09-28,151.79767511111112
wq_images/wq_map2020-09-29.tiff,2020-09-29,157.46817155555556
wq_images/wq_map2020-09-30.tiff,2020-09-30,149.91704222222222
wq_images/wq_map2020-10-01.tiff,2020-10-01,150.80396533333334
wq_images/wq_map2020-10-02.tiff,2020-10-02,151.3781791111111
wq_images/wq_map2020-10-03.tiff,2020-10-03,182.69355377777777
wq_images/wq_map2020-10-04.tiff,2020-10-04,149.980324
wq_images/wq_map2020-10-05.tiff,2020-10-05,172.947396
wq_images/wq_map2020-10-06.tiff,2020-10-06,143.9967271111111
wq_images/wq_map2020-10-07.tiff,2020-10-07,150.70278
wq_images/wq_map2020-10-08.tiff,2020-10-08,162.0118488888889
wq_images/wq_map2020-10-09.tiff,2020-10-09,136.606056
wq_images/wq_map2020-10-10.tiff,2020-10-10,175.32268444444443
wq_images/wq_map2020-10-11.tiff,2020-10-11,150.5078431111111
wq_images/wq_map2020-10-12.tiff,2020-10-12,149.95721155555555
wq_images/wq_map2020-10-13.tiff,2020-10-13,150.675696
wq_images/wq_map2020-10-14.tiff,2020-10-14,148.27358444444445
wq_images/wq_map2020-10-15.tiff,2020-10-15,146.03285466666668
wq_images/wq_map2020-10-16.tiff,2020-10-16,149.030792
wq_images/wq_map2020-10-17.tiff,2020-10-17,141.64015111111112
wq_images/wq_map2020-10-18.tiff,2020-10-18,147.32324933333334
wq_images/wq_map2020-10-19.tiff,2020-10-19,166.50014444444443
wq_images/wq_map2020-10-20.tiff,2020-10-20,146.45749066666667
wq_images/wq_map2020-10-21.tiff,2020-10-21,151.54947688888888
wq_images/wq_map2020-10-22.tiff,2020-10-22,145.16436133333335
wq_images/wq_map2020-10-23.tiff,2020-10-23,150.48893733333333
wq_images/wq_map2020-10-24.tiff,2020-10-24,149.49797288888888
wq_images/wq_map2020-10-25.tiff,2020-10-25,151.41710133333333
wq_images/wq_map2020-10-26.tiff,2020-10-26,151.25018622222223
wq_images/wq_map2020-10-27.tiff,2020-10-27,145.06294177777778
wq_images/wq_map2020-10-28.tiff,2020-10-28,146.96478
wq_images/wq_map2020-10-29.tiff,2020-10-29,151.4301648888889
wq_images/wq_map2020-10-30.tiff,2020-10-30,147.98054622222222
wq_images/wq_map2020-10-31.tiff,2020-10-31,149.445072
wq_images/wq_map2020-11-01.tiff,2020-11-01,147.91709466666666
wq_images/wq_map2020-11-02.tiff,2020-11-02,146.85876177777777
wq_images/wq_map2020-11-03.tiff,2020-11-03,148.26853822222222
wq_images/wq_map2020-11-04.tiff,2020-11-04,149.91661377777777
wq_images/wq_map2020-11-05.tiff,2020-11-05,151.1843448888889
wq_images/wq_map2020-11-06.tiff,2020-11-06,138.81780044444446
wq_images/wq_map2020-11-07.tiff,2020-11-07,159.7399328888889
wq_images/wq_map2020-11-08.tiff,2020-11-08,151.97870088888888
wq_images/wq_map2020-11-09.tiff,2020-11-09,150.78494844444444
wq_images/wq_map2020-11-10.tiff,2020-11-10,149.14102844444446
wq_images/wq_map2020-11-11.tiff,2020-11-11,150.17845822222222
wq_images/wq_map2020-11-12.tiff,2020-11-12,150.90516622222222
wq_images/wq_map2020-11-13.tiff,2020-11-13,150.45970444444444
wq_images/wq_map2020-11-14.tiff,2020-11-14,135.8302111111111
wq_images/wq_map2020-11-15.tiff,2020-11-15,151.57550933333334
wq_images/wq_map2020-11-16.tiff,2020-11-16,151.722544
wq_images/wq_map2020-11-17.tiff,2020-11-17,149.96846355555556
wq_images/wq_map2020-11-18.tiff,2020-11-18,150.96550222222223
wq_images/wq_map2020-11-19.tiff,2020-11-19,150.4894488888889
wq_images/wq_map2020-11-20.tiff,2020-11-20,143.8192248888889
wq_images/wq_map2020-11-21.tiff,2020-11-21,151.73293955555556
wq_images/wq_map2020-11-22.tiff,2020-11-22,145.76238
wq_images/wq_map2020-11-23.tiff,2020-11-23,149.55570444444444
wq_images/wq_map2020-11-24.tiff,2020-11-24,148.5616488888889
wq_images/wq_map2020-11-25.tiff,2020-11-25,150.54170533333334
wq_images/wq_map2020-11-26.tiff,2020-11-26,148.47212533333334
wq_images/wq_map2020-11-27.tiff,2020-11-27,151.32062622222222
wq_images/wq_map2020-11-28.tiff,2020-11-28,149.42748044444446
wq_images/wq_map2020-11-29.tiff,2020-11-29,148.91351733333335
wq_images/wq_map2020-11-30.tiff,2020-11-30,148.29787911111111
wq_images/wq_map2020-12-01.tiff,2020-12-01,151.285088
wq_images/wq_map2020-12-02.tiff,2020-12-02,149.2794328888889
wq_images/wq_map2020-12-03.tiff,2020-12-03,148.175504
wq_images/wq_map2020-12-04.tiff,2020-12-04,150.69293066666665
wq_images/wq_map2020-12-05.tiff,2020-12-05,151.80585644444446
wq_images/wq_map2020-12-06.tiff,2020-12-06,149.9032657777778
wq_images/wq_map2020-12-07.tiff,2020-12-07,147.26493911111112
